address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
12 Cumberland Place Carlton,12 cumberland place carlton,Carlton,1227,Cumberland Place,Carlton|1227,-37.80364671,144.96239209
12 Curran Street North Melbourne,12 curran street north melbourne,North and West Melbourne,550,Curran Street,North and West Melbourne|550,-37.79226839,144.94426876
12 Curzon Street North Melbourne,12 curzon street north melbourne,North and West Melbourne,552,Curzon Street,North and West Melbourne|552,-37.80443820,144.94804718
12 Custom House Lane Melbourne,12 custom house lane melbourne,Central City,553,Custom House Lane,Central City|553,-37.81943172,144.95894030
12 Dame Edna Place Melbourne,12 dame edna place melbourne,Central City,119319,Dame Edna Place,Central City|119319,-37.81519210,144.96454927
12 Dangerfield Lane North Melbourne,12 dangerfield lane north melbourne,North and West Melbourne,2990,Dangerfield Lane,North and West Melbourne|2990,-37.80244887,144.94898240
12 Darling Street East Melbourne,12 darling street east melbourne,East Melbourne,556,Darling Street,East Melbourne|556,-37.81308569,144.98985616
12 David Street Carlton,12 david street carlton,Carlton,558,David Street,Carlton|558,-37.79707681,144.97194202
12 Davis Street Kensington,12 davis street kensington,Kensington,119641,Davis Street,Kensington|119641,-37.79011254,144.93088964
12 Day Street South Yarra,12 day street south yarra,South Yarra,562,Day Street,South Yarra|562,-37.83464793,144.98023868
12 Degraves Street Melbourne,12 degraves street melbourne,Central City,566,Degraves Street,Central City|566,-37.81754101,144.96592754
12 Degraves Street Parkville,12 degraves street parkville,Parkville,567,Degraves Street,Parkville|567,-37.79356993,144.95750366
12 Dennys Lane Kensington,12 dennys lane kensington,Kensington,2035,Dennys Lane,Kensington|2035,-37.79533793,144.92147104
12 Derby Street Kensington,12 derby street kensington,Kensington,569,Derby Street,Kensington|569,-37.79534946,144.92655239
12 Deveney Street Kensington,12 deveney street kensington,Kensington,119672,Deveney Street,Kensington|119672,-37.78909212,144.92766010
12 Devon Street Kensington,12 devon street kensington,Kensington,3172,Devon Street,Kensington|3172,-37.79593080,144.92332635
12 Dicks Place West Melbourne,12 dicks place west melbourne,North and West Melbourne,571,Dicks Place,North and West Melbourne|571,-37.80715783,144.94620104
12 Digital Drive Docklands,12 digital drive docklands,Docklands,120095,Digital Drive,Docklands|120095,-37.81398963,144.94667255
12 Dodds Street Southbank,12 dodds street southbank,Southbank,1355,Dodds Street,Southbank|1355,-37.82422647,144.96836533
12 Doepel Way Docklands,12 doepel way docklands,Docklands,117914,Doepel Way,Docklands|117914,-37.81456874,144.94009300
12 Domain Road Melbourne,12 domain road melbourne,Central City,572,Domain Road,Central City|572,-37.83288566,144.97349848
12 Domain Street South Yarra,12 domain street south yarra,South Yarra,574,Domain Street,South Yarra|574,-37.83688820,144.97836234
12 Donovans Lane North Melbourne,12 donovans lane north melbourne,North and West Melbourne,1236,Donovans Lane,North and West Melbourne|1236,-37.79698610,144.94536339
12 Dorcas Street Southbank,12 dorcas street southbank,Southbank,360,Dorcas Street,Southbank|360,-37.83011571,144.97005010
12 Dorrit Street Carlton,12 dorrit street carlton,Carlton,575,Dorrit Street,Carlton|575,-37.80024903,144.96631227
12 Douglas Street Port Melbourne,12 douglas street port melbourne,Fishermans Bend,1392,Douglas Street,Fishermans Bend|1392,-37.82671355,144.92498509
12 Downie Street Melbourne,12 downie street melbourne,Central City,577,Downie Street,Central City|577,-37.82034506,144.95583183
12 Drewery Alley Melbourne,12 drewery alley melbourne,Central City,578,Drewery Alley,Central City|578,-37.81105847,144.96366396
12 Drewery Lane Melbourne,12 drewery lane melbourne,Central City,580,Drewery Lane,Central City|580,-37.81100170,144.96402911
12 Drewery Place Melbourne,12 drewery place melbourne,Central City,579,Drewery Place,Central City|579,-37.81123202,144.96392156
12 Driver Lane Melbourne,12 driver lane melbourne,Central City,581,Driver Lane,Central City|581,-37.81307616,144.96310576
12 Drummond Place Carlton,12 drummond place carlton,Carlton,582,Drummond Place,Carlton|582,-37.80375271,144.96734470
12 Drummond Street Carlton,12 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.80673941,144.96758440
12 Drury Street Kensington,12 drury street kensington,Kensington,119662,Drury Street,Kensington|119662,-37.79032284,144.92519583
12 Dryburgh Street West Melbourne,12 dryburgh street west melbourne,North and West Melbourne,585,Dryburgh Street,North and West Melbourne|585,-37.80698596,144.94294348
12 Duckboard Place Melbourne,12 duckboard place melbourne,Central City,1240,Duckboard Place,Central City|1240,-37.81550813,144.97138253
12 Durham Street Kensington,12 durham street kensington,Kensington,587,Durham Street,Kensington|587,-37.79613697,144.92836733
12 Eades Place West Melbourne,12 eades place west melbourne,North and West Melbourne,589,Eades Place,North and West Melbourne|589,-37.80632841,144.95128113
12 Eades Street East Melbourne,12 eades street east melbourne,East Melbourne,590,Eades Street,East Melbourne|590,-37.80951413,144.98120832
12 Eagle Alley Melbourne,12 eagle alley melbourne,Central City,591,Eagle Alley,Central City|591,-37.81301680,144.95489012
12 Earl Street Carlton,12 earl street carlton,Carlton,592,Earl Street,Carlton|592,-37.80601256,144.96549396
12 Elgin Street Carlton,12 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79776407,144.97439351
12 Elizabeth Street Kensington,12 elizabeth street kensington,Kensington,600,Elizabeth Street,Kensington|600,-37.79676078,144.93256296
12 Elizabeth Street Melbourne,12 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81775092,144.96495469
12 Elm Place North Melbourne,12 elm place north melbourne,North and West Melbourne,1245,Elm Place,North and West Melbourne|1245,-37.80322637,144.94601721
12 Elm Street North Melbourne,12 elm street north melbourne,North and West Melbourne,602,Elm Street,North and West Melbourne|602,-37.80374445,144.94750214
12 Elm Tree Place Carlton,12 elm tree place carlton,Carlton,603,Elm Tree Place,Carlton|603,-37.80559173,144.96824361
12 Emu Lane Parkville,12 emu lane parkville,Parkville,117896,Emu Lane,Parkville|117896,-37.78829683,144.94180871
12 Enterprize Way Docklands,12 enterprize way docklands,Docklands,117951,Enterprize Way,Docklands|117951,-37.81904870,144.94437843
12 Epsom Road Kensington,12 epsom road kensington,Kensington,605,Epsom Road,Kensington|605,-37.79307614,144.92683925
12 Equitable Place Melbourne,12 equitable place melbourne,Central City,606,Equitable Place,Central City|606,-37.81603372,144.96330582
12 Errol Street North Melbourne,12 errol street north melbourne,North and West Melbourne,607,Errol Street,North and West Melbourne|607,-37.80482515,144.94948263
12 Erskine Street North Melbourne,12 erskine street north melbourne,North and West Melbourne,611,Erskine Street,North and West Melbourne|611,-37.79485111,144.94601723
12 Evans Lane Melbourne,12 evans lane melbourne,Central City,613,Evans Lane,Central City|613,-37.80896107,144.96873016
12 Exhibition Street Melbourne,12 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.81562508,144.97238560
12 Exploration Lane Melbourne,12 exploration lane melbourne,Central City,616,Exploration Lane,Central City|616,-37.80908691,144.96831991
12 Export Lane Kensington,12 export lane kensington,Kensington,119663,Export Lane,Kensington|119663,-37.78988509,144.92528306
12 Fairbairn Drive Kensington,12 fairbairn drive kensington,Kensington,2038,Fairbairn Drive,Kensington|2038,-37.79565473,144.91851473
12 Fairlie Court South Yarra,12 fairlie court south yarra,South Yarra,619,Fairlie Court,South Yarra|619,-37.83261669,144.98471258
12 Falshaws Lane North Melbourne,12 falshaws lane north melbourne,North and West Melbourne,618,Falshaws Lane,North and West Melbourne|618,-37.79981099,144.94953579
12 Faraday Street Carlton,12 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79927544,144.97408128
12 Fawkner Street Southbank,12 fawkner street southbank,Southbank,1340,Fawkner Street,Southbank|1340,-37.82217843,144.96646845
12 Fink Street Kensington,12 fink street kensington,Kensington,626,Fink Street,Kensington|626,-37.79752897,144.93396408
12 Finlay Place Carlton,12 finlay place carlton,Carlton,628,Finlay Place,Carlton|628,-37.80390720,144.96691304
12 Fisken Place Kensington,12 fisken place kensington,Kensington,117792,Fisken Place,Kensington|117792,-37.79567160,144.92426043
12 Fitzgibbon Street Parkville,12 fitzgibbon street parkville,Parkville,629,Fitzgibbon Street,Parkville|629,-37.79657469,144.95679151
12 Flanigan Lane Melbourne,12 flanigan lane melbourne,Central City,630,Flanigan Lane,Central City|630,-37.81095978,144.96036517
12 Fleming Place Melbourne,12 fleming place melbourne,Central City,631,Fleming Place,Central City|631,-37.81580976,144.96294894
12 Flemington Road Melbourne,12 flemington road melbourne,Central City,632,Flemington Road,Central City|632,-37.79992429,144.95585953
12 Flinders Court Melbourne,12 flinders court melbourne,Central City,634,Flinders Court,Central City|634,-37.81788607,144.96440395
12 Flinders Lane Melbourne,12 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81444228,144.97376384
12 Flinders Street Melbourne,12 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81532202,144.97422998
12 Flockhart Street Kensington,12 flockhart street kensington,Kensington,1250,Flockhart Street,Kensington|1250,-37.79429762,144.92107795
12 Fogarty Street North Melbourne,12 fogarty street north melbourne,North and West Melbourne,639,Fogarty Street,North and West Melbourne|639,-37.79823901,144.94030829
12 Foundry Way Docklands,12 foundry way docklands,Docklands,120034,Foundry Way,Docklands|120034,-37.82268367,144.93808001
12 Francis Lane Kensington,12 francis lane kensington,Kensington,1443,Francis Lane,Kensington|1443,-37.79344307,144.91898986
12 Francis Street Melbourne,12 francis street melbourne,Central City,642,Francis Street,Central City|642,-37.81794310,144.95588297
12 Franklin Street Melbourne,12 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80742784,144.96245153
12 Frearson Walk Kensington,12 frearson walk kensington,Kensington,117796,Frearson Walk,Kensington|117796,-37.79501939,144.92364356
12 Fulham Place Melbourne,12 fulham place melbourne,Central City,645,Fulham Place,Central City|645,-37.81717952,144.96300362
12 Galada Avenue Parkville,12 galada avenue parkville,Parkville,119274,Galada Avenue,Parkville|119274,-37.78147403,144.94091341
12 Garden Avenue East Melbourne,12 garden avenue east melbourne,East Melbourne,646,Garden Avenue,East Melbourne|646,-37.81624895,144.98882922
12 Gardiner Street North Melbourne,12 gardiner street north melbourne,North and West Melbourne,647,Gardiner Street,North and West Melbourne|647,-37.80445519,144.95295567
12 Gardner Lane North Melbourne,12 gardner lane north melbourne,North and West Melbourne,406,Gardner Lane,North and West Melbourne|406,-37.79507175,144.94799703
12 Garrard Street Parkville,12 garrard street parkville,Parkville,119263,Garrard Street,Parkville|119263,-37.77948467,144.94184947
12 Gatehouse Drive Kensington,12 gatehouse drive kensington,Kensington,1412,Gatehouse Drive,Kensington|1412,-37.79180059,144.91956475
12 Gatehouse Street Parkville,12 gatehouse street parkville,Parkville,649,Gatehouse Street,Parkville|649,-37.79625737,144.95175642
12 Gem Place Melbourne,12 gem place melbourne,Central City,119549,Gem Place,Central City|119549,-37.82097938,144.95703870
12 George Parade Melbourne,12 george parade melbourne,Central City,651,George Parade,Central City|651,-37.81515916,144.97037401
12 George Street East Melbourne,12 george street east melbourne,East Melbourne,652,George Street,East Melbourne|652,-37.81566220,144.98984301
12 George Street North Melbourne,12 george street north melbourne,North and West Melbourne,119647,George Street,North and West Melbourne|119647,-37.79011215,144.94117151
12 Georgiana Street Docklands,12 georgiana street docklands,Docklands,118682,Georgiana Street,Docklands|118682,-37.82150001,144.95043316
12 Gilbertson Walk Kensington,12 gilbertson walk kensington,Kensington,1413,Gilbertson Walk,Kensington|1413,-37.79097488,144.92232224
12 Gipps Street East Melbourne,12 gipps street east melbourne,East Melbourne,656,Gipps Street,East Melbourne|656,-37.81342089,144.99024769
12 Gisborne Street East Melbourne,12 gisborne street east melbourne,East Melbourne,657,Gisborne Street,East Melbourne|657,-37.81009937,144.97579198
12 Glass Street North Melbourne,12 glass street north melbourne,North and West Melbourne,659,Glass Street,North and West Melbourne|659,-37.80195908,144.94909354
12 Godfrey Street Melbourne,12 godfrey street melbourne,Central City,661,Godfrey Street,Central City|661,-37.81759004,144.95415151
12 Goldie Place Melbourne,12 goldie place melbourne,Central City,663,Goldie Place,Central City|663,-37.81339552,144.96068029
12 Goldsbrough Lane Melbourne,12 goldsbrough lane melbourne,Central City,664,Goldsbrough Lane,Central City|664,-37.81549309,144.95750380
12 Gordon Crescent Kensington,12 gordon crescent kensington,Kensington,119658,Gordon Crescent,Kensington|119658,-37.79090181,144.92682676
12 Gordon Place Melbourne,12 gordon place melbourne,Central City,1445,Gordon Place,Central City|1445,-37.81023058,144.97189803
12 Gower Street Kensington,12 gower street kensington,Kensington,668,Gower Street,Kensington|668,-37.79486972,144.92920409
